Sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Class,QC,QC,QC,Blank,QC,QC,QC,Class 3,Class 1,Class 2,Class 1,Class 3,Class 3,QC,Class 4,Class 2,Class 4,Class 3,Class 4,Class 4,QC,Class 1,Class 1,Class 1,Class 1,Class 2,Class 2,QC,Class 3,Class 3,Class 4,Class 4,Class 2,Class 2,QC,QC,Blank
4171,11054503,10791043,11021422,NaN,9896180,10858133,9616795,10575635,10152975,10363429,19333867,21078490,10936910,10385629,9879392,11638278,9943545,9766936,7882762,8688920,9300986,9740094,21879254,11350342,8576167,8590836,19956523,10317301,11384146,17600088,8085268,9793121,8400278,14790170,12933858,9463025,NaN
4172,6234950,8088829,6100852,7956106,6676620,3838537,7842104,6323269,7298994,19534562,20762692,28255751,10984491,3786155,16293802,6619011,10334841,11887472,8769120,16067283,7199354,NaN,17795104,15716147,10926099,4132346,11768415,4054477,11355575,9954027,8146524,11027058,7469072,18269755,7382088,4488617,5234090
4173,11263679,10763153,11155428,NaN,10107816,10512391,10635684,11990801,10442797,9070770,13574106,11443454,8867919,10376588,9341249,9290659,11367920,8392153,9435782,14039712,10878280,10250761,9065755,8625467,12704994,11953245,11304426,10255598,15982257,15263072,12103233,10484214,9397644,14516387,11282064,10854644,NaN
4174,4040459,5502834,5868588,NaN,6112119,5977449,5949714,3866409,3533946,5327451,22601357,9976873,1321071,4913830,3369317,6620948,4410652,9592154,17203635,12768539,6467317,3124046,11860095,11885377,7379145,5599272,5963946,3721743,16761913,6774523,2756526,1371212,4576352,18010779,7154665,6214308,NaN
4175,2336234,2554946,2446557,NaN,2768063,2533279,2734310,2905582,1591090,2220652,4258357,6689593,2827669,2507600,2235139,2375131,1910511,NaN,2294679,3249883,3395097,2071771,5079769,1959913,3262978,2496144,6596273,2627202,3774442,5357873,2653277,2058111,2153703,4457487,3892303,2598626,NaN
4176,4540763,4545874,4965681,NaN,4779294,4995348,4863935,6361151,5678323,5211163,4628254,2858452,3089995,4638919,5306058,2745186,3266744,2502784,4211407,4957679,4828874,5028557,7022532,4220860,4244894,5244973,6089126,4344467,8378826,7418082,6626094,3363090,3495759,8165589,4913716,4659665,NaN
4177,1940386,2580124,2079060,NaN,2365959,2061433,2435874,2457723,2802694,5619892,11241881,10129313,NaN,2077148,1110012,NaN,4091068,NaN,2423406,5415064,2719694,NaN,11451020,6860931,4707811,1482662,8746190,2074079,3349400,2760064,NaN,3883373,NaN,6889978,2974779,1996071,1551603
4178,3910917,6025958,3813657,1642259,5681634,4154054,5698148,4636621,3865105,19581229,23614799,13452742,20450492,4007590,19089510,2809381,13178112,13322444,10508462,11991566,5946106,13994920,22449001,15660202,19589990,4503734,7858843,3817308,19151200,NaN,9850909,13510744,3671245,14561498,5703392,3778298,NaN
4179,933692,1136830,1010229,NaN,1122850,1007621,1076713,830487,932260,993728,4315616,2408910,NaN,1114671,1003651,1386281,898845,1333073,1522757,1255108,1114929,NaN,2800194,1287309,1146166,1051290,NaN,1162580,1418805,1799775,1203730,799253,1440243,1437920,1334616,991977,NaN
4180,2017848,3461553,2364489,851658,3500218,2001645,2678311,2441424,2096712,11930681,14185705,7760244,12595174,2469256,11106238,1807662,8187130,8238509,6377021,7239928,3405402,9559379,14748706,9676899,10818044,2787119,NaN,2091450,10762467,NaN,6007437,8063134,1952197,8840152,3662799,2224220,NaN
4181,2358618,3376472,2834562,NaN,3196014,2884953,3216306,3285831,2095799,2469543,12117316,9471640,3024112,2605287,2144146,2691904,2543600,2325494,2522609,3117288,3103127,2087682,11027190,2137758,4884216,3574425,13726493,3632300,7000108,11281561,2886244,2368404,1702040,8567327,3810076,3199723,NaN
4182,112794694,158995361,164429487,NaN,131874499,135723046,123160324,91133125,89691689,120449348,53304128,83900786,101277587,95347571,107528818,69123419,85264231,152394452,156210136,43853638,93612090,68860798,80911643,113026660,42691790,75302858,56534917,83787081,77583914,72542447,62633557,82786977,101703727,88973734,66679037,102781755,NaN
4183,9060656,9556086,9075810,NaN,10605341,10058861,10307017,10740739,6591965,8556179,16600770,24802849,10338830,9618800,8997548,9561409,7293333,7403364,8454166,12134699,11953010,7620426,18207982,7351688,12505155,9593189,24459114,10330712,14601946,20148284,10644958,7813312,8584694,17303114,13907175,9442303,NaN
4184,2061879,2440495,2255840,NaN,2429711,2373174,2756790,3348303,2336774,4994656,2931712,3972977,2774814,2622040,2812461,3963130,1523862,1289261,7710041,1112794,2618734,3238348,5263061,4085197,2898759,1751377,4258973,2373630,3019424,7375146,934146,3660134,1952883,7193711,3054403,2772322,NaN
4185,855898,NaN,1162675,NaN,NaN,NaN,1227487,1419250,1323437,1290122,NaN,NaN,566332,NaN,NaN,504180,NaN,NaN,854359,NaN,NaN,970393,1298819,1050801,NaN,1216551,NaN,1012298,1606593,NaN,1512138,NaN,743789,1794250,1081658,1012134,NaN
4186,10575318,11351323,10982127,NaN,11479035,11366010,12603523,10862633,NaN,12728964,40113528,12721140,6261549,12795566,20362584,37528664,7305764,NaN,36598076,7375179,10203826,12188262,7808566,5416534,6747493,5582216,10153255,10070208,7645561,7136957,5478873,5226230,4659763,7489135,10877363,9859866,NaN
4187,7227588,6465602,7778579,NaN,8398638,NaN,10103363,NaN,NaN,NaN,8055555,8664404,10434044,NaN,11682643,NaN,NaN,7223933,8673518,NaN,NaN,NaN,NaN,8616303,5545271,7843754,6909250,7092148,8025243,7088377,7951098,9815803,5925507,7207579,5515115,NaN,NaN
4188,3265109,3171230,2996023,NaN,3058078,3445577,3295167,NaN,NaN,NaN,1509819,NaN,NaN,3186546,NaN,NaN,1340333,883646,NaN,18692528,3256799,NaN,NaN,1756642,NaN,19962576,3249294,3210652,19978291,NaN,13446680,NaN,NaN,NaN,2945984,3260435,NaN
4189,1112995,1890364,1138897,520374,1756601,1208516,1570072,1377864,1244622,4769133,4963102,7387638,4658688,1322307,4557396,855451,3368294,3361462,2828384,3501777,1577002,31291306,6117005,4067003,4998023,745045,NaN,1119210,NaN,NaN,3257130,4128890,1364441,4075160,1761304,1137984,238705
4190,650681,659818,576283,NaN,633003,NaN,793685,721106,NaN,484922,1117532,1907739,759762,605865,554255,541873,538111,494571,583253,884287,742953,NaN,1231104,392389,884117,568393,NaN,NaN,805186,1331920,738638,NaN,NaN,982308,1002942,564464,NaN
4191,15303840,22134337,21036611,NaN,17600155,18065302,10962227,12336598,11436310,15848494,6850054,10389180,13194571,12690162,14449105,10961372,11089448,19438409,20324930,6751287,12710852,9023477,13932055,15606554,3593356,9603457,7996282,10357889,3916585,9812592,8237209,10403074,13443540,11155287,8670170,10367970,NaN
4192,14037965,14662257,14379500,NaN,15240741,15600366,16665959,17147199,9635085,13064925,26279807,38580759,16209934,14681652,14298729,14796852,11947631,11824456,13133822,19241405,18426026,12146246,29928785,11667804,19717288,14631025,39119615,16410343,23067663,31442028,16850368,12358893,13170997,27503237,22146157,14439414,NaN
4193,8471442,7710703,7462998,NaN,8940060,8725649,8940044,14467122,13427861,11138007,10233545,12914192,10507874,9612682,9535323,6641601,7516211,4458185,6344461,8180021,8601201,9158728,6360373,7990219,11297927,8995287,16580460,8711283,8221576,14148929,8111220,9032010,8241913,10597490,7944998,8136650,NaN
4194,2157389,2258799,2113808,NaN,2790273,3042022,2885951,1849110,NaN,NaN,2496582,4734834,NaN,2347685,2914530,1531554,2314178,3671508,3330401,NaN,NaN,3222193,5933884,3118781,5100810,1906871,4976378,2478325,3868024,3584218,2013259,1496594,1467296,3205182,2287004,2123341,NaN
4195,5516585,3577659,3691819,NaN,4870252,5122259,4999788,4838081,7657931,7669876,5095323,NaN,8707345,4697506,4678596,4580257,NaN,NaN,6347477,4274518,NaN,5693177,3900053,3424599,NaN,2941468,7690813,4796221,7930672,10695222,5779858,3946510,4122905,8085267,3777847,3709097,NaN
4196,1182370,1368534,1075746,NaN,1127109,1184987,1090705,NaN,824328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2164108,NaN,1203318,NaN,2936845,1231044,NaN,1597322,NaN,2902629,1104774,1991784,1930149,NaN,1235204,800030,NaN,1378185,1190286,NaN
4197,1350613,1163214,1307606,NaN,1354663,1376162,1448205,1560935,840760,1189551,2402815,3720495,1497182,1263509,1318308,1291136,1073818,992595,1086783,1686915,1908516,1053158,2576506,1015217,1771018,1341044,3404428,1224603,2185821,2969236,1543014,1028184,1205046,2594793,1987801,1345001,NaN
4198,39321046,42513752,42276481,NaN,44523316,43325703,42879475,30590536,29811019,39844850,62888791,34245451,25355516,35550408,37516122,40752167,29997710,57274374,53119827,39390896,41548774,32029281,60256174,53232883,38949430,33038050,31860761,32814440,40539707,34510512,24969973,23459647,36050693,49572143,43217855,44263274,NaN
4199,21251030,22633898,21938252,NaN,25111769,23279298,24713570,26576723,15236258,20376496,40202494,58596460,24624190,22984043,21948869,22538835,17809676,17668094,20312898,29173064,27967753,18257874,44627336,17874667,30873703,22545959,59878022,24648619,35260191,48155798,25488990,18189450,20281032,41772991,33922661,22522837,NaN
4200,1325908,1006820,1018068,NaN,1072071,773888,1033557,NaN,548206,NaN,5576642,2003072,NaN,1015146,896467,3835910,NaN,829505,3053388,1052843,1180735,NaN,3463764,1050665,970914,503461,683718,974578,1201063,NaN,NaN,NaN,1365768,1463112,1900454,1169482,NaN
4201,2624021,2803803,2794648,NaN,3215556,3444389,3308881,4912711,5365755,4413780,2836541,4383354,3777839,3814260,3474309,2729418,2779409,NaN,2789173,2468261,2553181,3098224,2043859,2610910,3502376,3022335,4484318,2749091,2744651,3813155,2684152,3162721,2698234,3041812,2235804,2120606,NaN
4202,6741111,7510705,9340948,NaN,9693935,6877909,9689022,2132288,NaN,1380352,15564604,13581556,1519893,6036355,3013779,12659377,1655820,24854327,10311790,2061559,11765796,NaN,17226319,5824796,14176255,2854353,11583595,8147311,8521410,5753324,3747249,1215742,3369549,NaN,12531163,7367007,NaN
4203,2929978,2912758,2772625,NaN,2787691,2837635,2770618,947264,1291635,892603,NaN,NaN,1081413,2795024,2114052,3356216,1461511,13395574,4630292,1016616,2983677,1945501,NaN,3630842,3182061,1368153,NaN,2868301,NaN,NaN,1785747,997923,1761948,NaN,2870516,2726606,NaN
4204,NaN,1026670,NaN,NaN,1077926,543763,875362,684117,1639590,2168986,445957,2125804,1214800,702611,3658248,333540,1834771,901362,659361,1038959,963988,770074,3557744,2111692,2479852,1028500,NaN,NaN,NaN,NaN,1312395,3736070,412781,864004,958949,733567,NaN
4205,1575388,1761463,1919604,NaN,1990461,2004972,2028061,2079462,1144839,1621471,3305217,5090774,2075072,1835277,1768193,1812911,1280906,1590630,1549727,2397991,2589493,1376768,3841652,1345936,2383142,1943062,4909357,1971563,2931939,4017914,2057782,1525085,1733083,3661160,2650325,1665230,NaN
4206,8297767,10210818,10594005,NaN,10874664,10537413,10305405,7439544,7666008,9324595,16696488,8262915,5304054,8773866,9411076,10589057,7487499,13620750,13374608,9714436,11268499,8184323,14546343,13645949,9606873,8320245,7876626,7812176,10810170,8581135,6178311,5436956,8531543,12095460,10906899,11079119,NaN
4207,19567494,20514829,20059310,NaN,22344366,21373233,22353088,23573463,13582856,18129713,36707902,54503058,22473645,20636916,20397258,20483152,16580122,15767233,17717698,26504286,26240434,16565272,41097538,15966236,27782956,20675782,54662338,21682075,31824710,43939741,22602161,17060214,17975180,38665461,30242714,20837213,NaN
4208,2378738,2165980,2141242,NaN,1810534,1736732,1956856,1977367,2260815,1951960,2775248,2324323,NaN,1833617,1494964,2676548,1791485,1790412,NaN,NaN,2030130,NaN,1910458,1835719,2768978,1721925,1933456,1805501,1971295,2035834,1797819,2088537,3367158,1986524,1780479,2208526,NaN
4209,NaN,NaN,926386,NaN,NaN,NaN,NaN,1476693,870357,NaN,595838,1872378,1596460,988510,1715137,424206,917409,502915,NaN,NaN,NaN,444391,1518607,973247,NaN,NaN,3284164,1042868,NaN,805441,NaN,1322814,NaN,1192089,941364,1047200,NaN
4210,4249426,4474182,3813712,NaN,3898628,3728570,4044512,17698128,NaN,3896096,1213358,2060043,1226149,3474880,NaN,NaN,6833077,NaN,556098,6672628,4085396,3041053,1138802,1200755,2141999,6892874,2964860,4239299,3272703,1002421,2792005,3845104,NaN,NaN,5238449,4267027,NaN
4211,1914970,2775877,2755596,NaN,2208384,1887789,2046461,NaN,NaN,NaN,NaN,2321310,NaN,1366385,NaN,3164750,4452084,6990562,4888433,NaN,3800960,NaN,NaN,2044173,4799022,NaN,2928673,2669407,10440139,NaN,2927098,4472103,NaN,3143156,2578978,1667147,NaN
4212,1695748,1731597,1745161,NaN,2067574,1916898,1926992,2001028,1159493,1527087,3196865,4856342,1869971,2025937,1838042,1726220,1523470,1438703,1641491,2425309,2271787,1456340,3590966,1387222,2357036,1750393,5024923,1934191,2920317,4026537,2088333,1375579,1670188,3458772,2590536,NaN,NaN
4213,5259743,6406609,6883728,NaN,7214227,6921972,6883811,4973003,4696488,6251528,10890886,5496397,3554220,5798047,5799297,6921997,4653027,8986561,8452217,6471346,7198572,4821627,11235378,9635766,6540219,5437200,5269945,5326832,6768598,6211066,3444361,2723783,5851479,8681849,7751769,7453141,NaN
4214,17563619,18780211,18912312,NaN,20589663,19662822,20217353,21813477,12279962,16466458,33890693,47870868,20600313,18714652,18153988,18320431,14644697,14706724,16965801,24553655,23602608,15266632,37033698,14588765,24981903,18723430,48953288,20513260,28855551,38850995,20999656,15915963,16696153,34309729,26624749,19281392,NaN
4215,2525325,2523788,2559080,NaN,2722396,2531251,2545932,3813351,1391364,2155863,4555378,8670772,1546069,2488252,1295688,2271463,5547294,5417744,1308830,3086981,2665511,3019952,3379651,NaN,4769297,2509955,5903694,2668047,4709810,3437139,2073098,2234050,1207776,2686309,2707499,2680019,NaN
4216,6782575,5931623,5342960,5444039,10485685,11286103,15073287,2149083,3425881,10311731,1209987,2121845,1987974,16731857,5198623,4352392,5358899,3420376,3325793,2500827,18714774,1650891,2823143,4656223,4108107,4633795,NaN,19181574,4619412,3026104,2201567,2292635,4367121,2240730,23660422,23034747,9245226
4217,21228577,21685244,21936748,NaN,20685213,20699217,21349744,NaN,NaN,5993428,138425306,20251646,4949776,22229025,5793997,110103097,NaN,NaN,37905908,NaN,19870795,NaN,11624838,11239764,15600238,NaN,NaN,20783009,NaN,NaN,NaN,NaN,6035589,7261154,19448293,20735105,NaN
4218,35722603,30082015,36068856,NaN,30728173,39268385,35646542,4249156,4133139,11521113,71998891,19442627,9100942,40635605,10395584,163167429,NaN,NaN,70473889,NaN,34905819,4727414,6064321,20108435,30000613,NaN,NaN,37735062,NaN,NaN,NaN,NaN,14227178,10053655,28926949,42513039,NaN
4219,NaN,612706,438768,1918560,432702,NaN,477910,638334,NaN,338914,2170709,2654039,1112816,420227,1503501,NaN,1230418,NaN,1165791,1415657,382862,NaN,NaN,730606,896849,1377858,347545,NaN,2159287,408814,656416,949062,566241,389973,425139,NaN,928913
4220,6864769,9341824,6827572,2799740,8887837,6676898,9157423,14975826,9862865,19754161,5613059,66614639,5072111,6828293,20735065,3210728,12609270,11231075,6004288,9277825,9170107,12032695,22077195,18312303,14316963,12282038,32834939,6385627,7543939,NaN,17953698,16261246,8413174,13516964,9807248,7292751,1504986
4221,1380724,1387863,1354423,NaN,1480252,1588137,1744294,1684241,919804,1212231,2749498,3772620,1622618,1437236,1412072,1335045,1038975,1069243,1346430,1652354,1990136,1040774,2924594,1061920,1863331,1378353,3712826,1540526,2233923,3021611,1448514,1009809,1178479,2594092,2081280,1522276,565805
4222,5661581,6744697,5412633,NaN,5447706,5132115,6331742,5366579,3191202,6301933,12379740,18914510,7680836,4191318,6272200,5545545,2135650,6768197,6734683,5087561,7458624,2105727,15209564,3283169,10205473,2953419,16038924,4247376,7221058,13382138,2329588,2220357,1878858,12256437,7713079,5996038,NaN
4223,953643,1048411,891250,NaN,892012,994475,1140547,1023558,NaN,798401,NaN,1467525,NaN,1262591,596714,1623659,1021227,NaN,1530545,1273901,1177587,NaN,NaN,NaN,1580364,1514330,NaN,1314789,1815561,NaN,880737,NaN,1022519,1663174,1120105,1094706,NaN
4224,9920231,9975502,10224641,NaN,11344964,10753342,11891827,12198732,6814149,9550667,18989634,27346798,11666778,10928319,10267409,10252232,8158227,8532316,9526860,13658271,13893858,8425869,21000064,8364877,13556152,10576511,27606525,11594331,16564893,22389396,11665511,8731548,9618892,19425608,15623059,10695264,NaN
4225,16310995,16213278,15064646,NaN,16852580,15880370,16213675,29067400,12793906,13524925,18643504,28093434,13126326,16684729,12493022,8149490,21053898,4793468,7074338,22057337,17217456,22145760,15875176,10025858,21694404,20944210,37583730,16006630,26866610,30294952,19188230,24052610,11827301,15012178,17915922,15679083,NaN
4226,3154486,3000735,2626698,2700536,5370344,5718847,7310690,1073712,1707640,NaN,NaN,NaN,990261,8685800,NaN,2105589,2648448,1957595,1918508,1155082,9647588,NaN,NaN,NaN,2013266,1982405,NaN,9771825,2055794,NaN,NaN,NaN,2122075,NaN,11729662,11784755,4682707
4227,3362998,3161526,3223702,NaN,3005847,NaN,NaN,3802224,1457510,NaN,NaN,2354310,1538893,NaN,NaN,3346340,4063436,2577608,NaN,4517108,NaN,2281667,NaN,NaN,5420890,3485132,1225261,3145899,2972486,NaN,NaN,NaN,NaN,NaN,3174982,3263321,NaN
4228,6616769,6337920,6383203,NaN,6218874,6035055,6344919,NaN,NaN,1541484,41539245,5959635,1311701,6424739,1649306,32964904,NaN,NaN,11351534,NaN,6226834,NaN,3261590,3427334,4493592,NaN,NaN,6031981,NaN,NaN,NaN,NaN,1651831,1998052,5949950,6256569,NaN
4229,17348453,14428795,16839656,NaN,14936979,18484983,17904494,9167741,14146298,3240608,NaN,11530146,2507409,15827013,8616683,50338595,10919387,3791204,22750714,NaN,14961415,7169905,7914452,6305331,13462934,708259,30958299,19178766,3982493,39208594,NaN,14677864,4109287,19150899,15913337,20681543,NaN
4230,27122553,27264066,23685247,NaN,25178797,25557078,26980360,24207279,20835429,18243671,56515516,50128553,17656618,26586141,15062493,26486718,29662267,22313856,30806471,28788881,24178436,24223437,32605257,16441553,33247508,25567781,42032318,24976850,50940400,42454643,29856895,24928773,25695282,28417967,30253681,24925952,NaN
4231,1346530,676165,1562257,437066,1035325,1161113,1230680,2088885,1336935,685442,1833986,NaN,1765619,1375908,3084250,796626,2615492,NaN,2095141,3856966,1145082,NaN,NaN,NaN,1603075,1267163,2149393,1159094,NaN,2950571,3067619,2261102,7591210,NaN,864824,1551482,392047
4232,777522,863656,882627,NaN,1008390,933977,869265,888532,582440,841937,1729803,2029493,1000190,821039,894161,781479,649159,780482,668447,1046859,1025316,782832,1905005,820666,1320336,845402,2045932,853461,1434492,1872601,901997,809900,844191,1470802,1344233,919897,NaN
4233,9858134,NaN,NaN,NaN,10311595,11199393,11972055,13774090,11468240,7840825,NaN,8338161,NaN,12431909,NaN,NaN,13560934,7185570,8822741,14431544,12439172,13457049,NaN,12949293,11331245,13190361,NaN,10966402,11167435,NaN,18087362,13467422,12068415,NaN,14407190,12829372,NaN
